gene,expt,time,expression
YKL209C,cdc15,290,-0.58
YKL210W,cdc15,290,0.24
YKL211C,cdc15,290,0.24
YKL212W,cdc15,290,-0.04
YKL213C,cdc15,290,0.31
YKL214C,cdc15,290,0.55
YKL215C,cdc15,290,0.04
YKL216W,cdc15,290,0.04
YKL217W,cdc15,290,-0.53
YKL218C,cdc15,290,1.05
YKL219W,cdc15,290,-0.23
YKL220C,cdc15,290,-0.19
YKL221W,cdc15,290,-0.85
YKL222C,cdc15,290,-0.14
YKL223W,cdc15,290,-0.33
YKL224C,cdc15,290,-0.12
YKL225W,cdc15,290,-0.73
YKR001C,cdc15,290,0.03
YKR002W,cdc15,290,0.16
YKR003W,cdc15,290,0.72
YKR004C,cdc15,290,-0.12
YKR005C,cdc15,290,-0.61
YKR006C,cdc15,290,1.06
YKR007W,cdc15,290,0.39
YKR008W,cdc15,290,0.28
YKR009C,cdc15,290,-0.4
YKR010C,cdc15,290,-0.21
YKR011C,cdc15,290,0.56
YKR012C,cdc15,290,0.13
YKR013W,cdc15,290,0.56
YKR014C,cdc15,290,0.46
YKR015C,cdc15,290,-0.43
YKR016W,cdc15,290,0.9
YKR017C,cdc15,290,-0.5
YKR018C,cdc15,290,0.33
YKR019C,cdc15,290,-0.4
YKR020W,cdc15,290,0.27
YKR021W,cdc15,290,-0.56
YKR022C,cdc15,290,0.21
YKR023W,cdc15,290,0.25
YKR024C,cdc15,290,-0.6
YKR025W,cdc15,290,0.07
YKR026C,cdc15,290,0.2
YKR027W,cdc15,290,-0.37
YKR028W,cdc15,290,-0.36
YKR029C,cdc15,290,-0.64
YKR030W,cdc15,290,-0.34
YKR031C,cdc15,290,-0.72
YKR032W,cdc15,290,-1.35
YKR033C,cdc15,290,-0.04
YKR034W,cdc15,290,0.94
YKR035C,cdc15,290,0.69
YKR036C,cdc15,290,-0.01
YKR037C,cdc15,290,-0.03
YKR038C,cdc15,290,-0.09
YKR039W,cdc15,290,0.58
YKR040C,cdc15,290,-0.45
YKR041W,cdc15,290,-0.94
YKR042W,cdc15,290,0.03
YKR043C,cdc15,290,0.34
YKR044W,cdc15,290,-0.31
YKR045C,cdc15,290,-0.11
YKR046C,cdc15,290,0.16
YKR047W,cdc15,290,0.42
YKR048C,cdc15,290,0.45
YKR049C,cdc15,290,0.01
YKR050W,cdc15,290,-0.05
YKR051W,cdc15,290,-0.15
YKR052C,cdc15,290,0.06
YKR053C,cdc15,290,-0.5
YKR054C,cdc15,290,-0.38
YKR055W,cdc15,290,-0.17
YKR056W,cdc15,290,-0.54
YKR057W,cdc15,290,0.06
YKR058W,cdc15,290,0.68
YKR059W,cdc15,290,-0.63
YKR060W,cdc15,290,-0.07
YKR061W,cdc15,290,0.04
YKR062W,cdc15,290,0.18
YKR063C,cdc15,290,-0.05
YKR064W,cdc15,290,-0.19
YKR065C,cdc15,290,0.19
YKR066C,cdc15,290,-0.08
YKR067W,cdc15,290,0.19
YKR068C,cdc15,290,0.14
YKR069W,cdc15,290,0
YKR070W,cdc15,290,0.6
YKR071C,cdc15,290,0.61
YKR072C,cdc15,290,-0.04
YKR073C,cdc15,290,-0.44
YKR074W,cdc15,290,0.53
YKR075C,cdc15,290,0.13
YKR076W,cdc15,290,0.39
YKR077W,cdc15,290,-0.07
YKR078W,cdc15,290,-1.26
YKR079C,cdc15,290,-0.44
YKR080W,cdc15,290,0.31
YKR081C,cdc15,290,-0.23
YKR082W,cdc15,290,-0.43
YKR083C,cdc15,290,-0.19
YKR084C,cdc15,290,0.12
YKR085C,cdc15,290,1.11
YKR086W,cdc15,290,0.21
YKR087C,cdc15,290,0.05
YKR088C,cdc15,290,-0.28
YKR089C,cdc15,290,0.16
YKR090W,cdc15,290,-0.41
YKR091W,cdc15,290,0.58
YKR092C,cdc15,290,-0.37
YKR093W,cdc15,290,0.26
YKR094C,cdc15,290,0.27
YKR095W,cdc15,290,-0.11
YKR096W,cdc15,290,-0.43
YKR097W,cdc15,290,-0.48
YKR098C,cdc15,290,0.18
YKR099W,cdc15,290,-0.48
YKR100C,cdc15,290,-0.13
YKR101W,cdc15,290,-0.34
YKR102W,cdc15,290,-0.21
YKR103W,cdc15,290,-0.58
YKR104W,cdc15,290,-0.35
YKR105C,cdc15,290,-0.57
YKR106W,cdc15,290,-0.64
YLL001W,cdc15,290,0.2
YLL002W,cdc15,290,-0.19
YLL003W,cdc15,290,0.11
YLL004W,cdc15,290,-0.27
YLL005C,cdc15,290,-0.11
YLL006W,cdc15,290,-0.25
YLL007C,cdc15,290,0.07
YLL008W,cdc15,290,-0.32
YLL009C,cdc15,290,1.87
YLL010C,cdc15,290,-0.6
YLL011W,cdc15,290,0.02
YLL012W,cdc15,290,-0.64
YLL013C,cdc15,290,-0.41
YLL014W,cdc15,290,0.11
YLL015W,cdc15,290,-0.79
YLL016W,cdc15,290,-0.6
YLL017W,cdc15,290,-0.45
YLL018C,cdc15,290,0.06
YLL019C,cdc15,290,-0.04
YLL020C,cdc15,290,-0.29
YLL021W,cdc15,290,-0.5
YLL022C,cdc15,290,0.2
YLL023C,cdc15,290,-0.09
YLL024C,cdc15,290,1.52
YLL025W,cdc15,290,-0.41
YLL026W,cdc15,290,1.87
YLL027W,cdc15,290,0.47
YLL028W,cdc15,290,-0.36
YLL029W,cdc15,290,0.31
YLL030C,cdc15,290,-0.57
YLL031C,cdc15,290,-0.52
YLL032C,cdc15,290,-0.47
YLL033W,cdc15,290,-0.01
YLL034C,cdc15,290,-0.07
YLL035W,cdc15,290,-0.36
YLL036C,cdc15,290,0.17
YLL037W,cdc15,290,0.27
YLL038C,cdc15,290,-0.05
YLL039C,cdc15,290,1.18
YLL040C,cdc15,290,-0.12
YLL041C,cdc15,290,0.09
YLL042C,cdc15,290,-0.06
YLL043W,cdc15,290,-0.33
YLL044W,cdc15,290,0.09
YLL045C,cdc15,290,-0.19
YLL046C,cdc15,290,-0.41
YLL047W,cdc15,290,-0.3
YLL048C,cdc15,290,-0.47
YLL049W,cdc15,290,-0.37
YLL050C,cdc15,290,0.38
YLL051C,cdc15,290,-0.4
YLL052C,cdc15,290,0.16
YLL053C,cdc15,290,-0.26
YLL054C,cdc15,290,-0.02
YLL055W,cdc15,290,0.56
YLL056C,cdc15,290,0.07
YLL057C,cdc15,290,-0.15
YLL058W,cdc15,290,0.22
YLL059C,cdc15,290,-0.21
YLL060C,cdc15,290,0.15
YLL061W,cdc15,290,-0.17
YLL062C,cdc15,290,0.61
YLL063C,cdc15,290,-0.78
YLL064C,cdc15,290,-0.28
YLL065W,cdc15,290,-0.65
YLL066C,cdc15,290,-0.43
YLL067C,cdc15,290,-0.52
YLR001C,cdc15,290,-0.31
YLR002C,cdc15,290,-0.44
YLR003C,cdc15,290,-0.02
YLR004C,cdc15,290,-0.55
YLR005W,cdc15,290,0.07
YLR006C,cdc15,290,-0.22
YLR007W,cdc15,290,0.35
YLR008C,cdc15,290,0.39
YLR009W,cdc15,290,-0.04
YLR010C,cdc15,290,0.22
YLR011W,cdc15,290,0.44
YLR012C,cdc15,290,-0.33
YLR013W,cdc15,290,-0.4
YLR014C,cdc15,290,-0.53
YLR015W,cdc15,290,0
YLR016C,cdc15,290,0.49
YLR017W,cdc15,290,-0.2
YLR018C,cdc15,290,0.05
YLR019W,cdc15,290,-0.16
YLR020C,cdc15,290,-0.29
YLR021W,cdc15,290,0.36
YLR022C,cdc15,290,0.22
YLR023C,cdc15,290,-0.2
YLR024C,cdc15,290,0.22
YLR025W,cdc15,290,1.04
YLR026C,cdc15,290,0.33
YLR027C,cdc15,290,0.49
YLR028C,cdc15,290,0.17
YLR029C,cdc15,290,0.08
YLR030W,cdc15,290,-0.38
YLR031W,cdc15,290,-0.49
YLR032W,cdc15,290,-0.16
YLR033W,cdc15,290,-0.04
YLR034C,cdc15,290,-0.15
YLR035C,cdc15,290,-0.12
YLR036C,cdc15,290,0.2
YLR037C,cdc15,290,-0.27
YLR038C,cdc15,290,1.21
YLR039C,cdc15,290,-0.15
YLR040C,cdc15,290,0.39
YLR041W,cdc15,290,0.17
YLR042C,cdc15,290,0.55
YLR043C,cdc15,290,0.48
YLR044C,cdc15,290,-0.36
YLR045C,cdc15,290,-0.35
YLR046C,cdc15,290,-0.47
YLR047C,cdc15,290,-0.44
YLR048W,cdc15,290,-0.8
YLR049C,cdc15,290,0.28
YLR050C,cdc15,290,0.02
YLR051C,cdc15,290,0.45
YLR052W,cdc15,290,0.09
YLR053C,cdc15,290,-0.32
YLR054C,cdc15,290,-0.62
YLR055C,cdc15,290,-0.33
YLR056W,cdc15,290,-0.62
YLR057W,cdc15,290,-0.39
YLR058C,cdc15,290,0.83
YLR059C,cdc15,290,-0.24
YLR060W,cdc15,290,0.07
YLR061W,cdc15,290,0.31
YLR062C,cdc15,290,0.52
YLR063W,cdc15,290,-0.39
YLR064W,cdc15,290,0.04
YLR065C,cdc15,290,0.24
YLR066W,cdc15,290,0.65
YLR067C,cdc15,290,0
YLR068W,cdc15,290,0.25
YLR069C,cdc15,290,0.86
YLR070C,cdc15,290,0.02
YLR071C,cdc15,290,-0.04
YLR072W,cdc15,290,0.23
YLR073C,cdc15,290,-0.62
YLR074C,cdc15,290,0.1
YLR075W,cdc15,290,0.15
YLR076C,cdc15,290,0.04
YLR077W,cdc15,290,0.28
YLR078C,cdc15,290,0.37
YLR079W,cdc15,290,0.45
YLR080W,cdc15,290,0.18
YLR081W,cdc15,290,-0.34
YLR082C,cdc15,290,-0.63
YLR083C,cdc15,290,-0.67
YLR084C,cdc15,290,-0.75
YLR085C,cdc15,290,-0.06
YLR086W,cdc15,290,-0.37
YLR087C,cdc15,290,-0.44
YLR088W,cdc15,290,-0.1
YLR089C,cdc15,290,0.44
YLR090W,cdc15,290,0.98
YLR091W,cdc15,290,0.17
YLR092W,cdc15,290,-0.5
YLR093C,cdc15,290,0.82
YLR094C,cdc15,290,-0.01
YLR095C,cdc15,290,-0.06
YLR096W,cdc15,290,-0.22
YLR097C,cdc15,290,0.56
YLR098C,cdc15,290,-0.11
YLR099C,cdc15,290,-0.33
YLR100W,cdc15,290,0.05
YLR101C,cdc15,290,0.15
YLR102C,cdc15,290,0.14
YLR103C,cdc15,290,-0.16
YLR104W,cdc15,290,0.46
YLR105C,cdc15,290,0.48
YLR106C,cdc15,290,-0.2
YLR107W,cdc15,290,0.26
YLR108C,cdc15,290,0.59
YLR109W,cdc15,290,1.86
YLR110C,cdc15,290,-0.03
YLR111W,cdc15,290,-0.38
YLR112W,cdc15,290,-0.35
YLR113W,cdc15,290,NA
YLR114C,cdc15,290,0.32
YLR115W,cdc15,290,-0.14
YLR116W,cdc15,290,-0.2
YLR117C,cdc15,290,-0.01
YLR118C,cdc15,290,0.27
YLR119W,cdc15,290,0.19
YLR120C,cdc15,290,0
YLR121C,cdc15,290,-0.42
YLR122C,cdc15,290,-0.41
YLR123C,cdc15,290,-0.33
YLR124W,cdc15,290,-0.79
YLR125W,cdc15,290,-0.36
YLR126C,cdc15,290,0.16
YLR127C,cdc15,290,0
YLR128W,cdc15,290,0.47
YLR129W,cdc15,290,-0.34
YLR130C,cdc15,290,-0.36
YLR131C,cdc15,290,-0.31
YLR132C,cdc15,290,0.37
YLR133W,cdc15,290,0.41
YLR134W,cdc15,290,-0.32
YLR135W,cdc15,290,0
YLR136C,cdc15,290,-0.15
YLR137W,cdc15,290,0.32
YLR138W,cdc15,290,-0.22
YLR139C,cdc15,290,-0.08
YLR140W,cdc15,290,-0.32
YLR141W,cdc15,290,-0.21
YLR142W,cdc15,290,0.8
YLR143W,cdc15,290,-0.16
YLR144C,cdc15,290,-0.32
YLR145W,cdc15,290,0.49
YLR146C,cdc15,290,-0.17
YLR147C,cdc15,290,0.81
YLR148W,cdc15,290,0.05
YLR149C,cdc15,290,1.26
YLR150W,cdc15,290,0.52
YLR151C,cdc15,290,0.73
YLR152C,cdc15,290,0.6
YLR153C,cdc15,290,0.2
YLR154C,cdc15,290,0.57
YLR155C,cdc15,290,-0.15
YLR156W,cdc15,290,-0.22
YLR157C,cdc15,290,-0.11
YLR158C,cdc15,290,0.1
YLR159W,cdc15,290,-0.27
YLR160C,cdc15,290,0.11
YLR161W,cdc15,290,-0.27
YLR162W,cdc15,290,-0.28
YLR163C,cdc15,290,0.8
YLR164W,cdc15,290,-0.22
YLR165C,cdc15,290,0.11
YLR166C,cdc15,290,0.06
YLR167W,cdc15,290,0.26
YLR168C,cdc15,290,0.59
YLR169W,cdc15,290,-0.42
YLR170C,cdc15,290,0.5
YLR171W,cdc15,290,0.65
YLR172C,cdc15,290,0.07
YLR173W,cdc15,290,0.1
YLR174W,cdc15,290,0.06
YLR175W,cdc15,290,-0.16
YLR176C,cdc15,290,0.03
YLR177W,cdc15,290,0.37
YLR178C,cdc15,290,1.49
YLR179C,cdc15,290,0.17
YLR180W,cdc15,290,-0.02
YLR181C,cdc15,290,0.34
YLR182W,cdc15,290,0.12
YLR183C,cdc15,290,0.22
YLR184W,cdc15,290,-0.76
YLR185W,cdc15,290,0.27
YLR186W,cdc15,290,0.04
YLR187W,cdc15,290,-0.26
YLR188W,cdc15,290,-0.18
YLR189C,cdc15,290,-0.38
YLR190W,cdc15,290,-0.8
YLR191W,cdc15,290,0.05
YLR192C,cdc15,290,0.36
YLR193C,cdc15,290,0.39
YLR194C,cdc15,290,0.01
YLR195C,cdc15,290,0.08
YLR196W,cdc15,290,-0.56
YLR197W,cdc15,290,0.09
YLR198C,cdc15,290,-0.21
YLR199C,cdc15,290,0.18
YLR200W,cdc15,290,1
YLR201C,cdc15,290,0.21
YLR202C,cdc15,290,0.38
YLR203C,cdc15,290,0.4
YLR204W,cdc15,290,1.25
YLR205C,cdc15,290,1.07
YLR206W,cdc15,290,0.39
YLR207W,cdc15,290,0.13
YLR208W,cdc15,290,0.02
YLR209C,cdc15,290,0.21
YLR210W,cdc15,290,0.52
YLR211C,cdc15,290,0.01
YLR212C,cdc15,290,-0.46
YLR213C,cdc15,290,-0.64
YLR214W,cdc15,290,NA
YLR215C,cdc15,290,0.16
YLR216C,cdc15,290,1.33
YLR217W,cdc15,290,1.43
YLR218C,cdc15,290,0.48
YLR219W,cdc15,290,0.14
YLR220W,cdc15,290,-0.26
YLR221C,cdc15,290,0.21
YLR222C,cdc15,290,-0.51
YLR223C,cdc15,290,-0.17
YLR224W,cdc15,290,0.11
YLR225C,cdc15,290,0.54
YLR226W,cdc15,290,0.43
YLR227C,cdc15,290,-0.06
YLR228C,cdc15,290,-0.25
YLR229C,cdc15,290,-0.23
YLR230W,cdc15,290,-0.09
YLR231C,cdc15,290,0.06
YLR232W,cdc15,290,0.11
YLR233C,cdc15,290,-0.2
YLR234W,cdc15,290,-0.43
YLR235C,cdc15,290,-0.74
YLR236C,cdc15,290,-0.72
YLR237W,cdc15,290,-0.53
YLR238W,cdc15,290,0
YLR239C,cdc15,290,0.67
YLR240W,cdc15,290,-0.21
YLR241W,cdc15,290,-0.09
YLR242C,cdc15,290,-0.52
YLR243W,cdc15,290,-0.12
YLR244C,cdc15,290,0.02
YLR245C,cdc15,290,-0.17
YLR246W,cdc15,290,0
YLR247C,cdc15,290,1.39
YLR248W,cdc15,290,0.24
YLR249W,cdc15,290,-0.7
YLR250W,cdc15,290,0.51
YLR251W,cdc15,290,0.05
YLR252W,cdc15,290,-0.24
YLR253W,cdc15,290,0.5
YLR254C,cdc15,290,0.53
YLR255C,cdc15,290,-0.51
YLR256W,cdc15,290,0.08
YLR257W,cdc15,290,0.97
YLR258W,cdc15,290,1.26
YLR259C,cdc15,290,1.03
YLR260W,cdc15,290,-0.04
YLR261C,cdc15,290,0.59
YLR262C,cdc15,290,0.64
YLR263W,cdc15,290,-0.44
YLR264W,cdc15,290,-0.17
YLR265C,cdc15,290,0.15
YLR266C,cdc15,290,-0.36
YLR267W,cdc15,290,-0.15
YLR268W,cdc15,290,-0.07
YLR269C,cdc15,290,0.41
YLR270W,cdc15,290,0.85
YLR271W,cdc15,290,-0.02
YLR272C,cdc15,290,-0.58
YLR273C,cdc15,290,-0.22
YLR274W,cdc15,290,0.28
YLR275W,cdc15,290,0.04
YLR276C,cdc15,290,0.19
YLR277C,cdc15,290,-0.17
YLR278C,cdc15,290,-0.35
YLR279W,cdc15,290,0.04
YLR280C,cdc15,290,-0.27
YLR281C,cdc15,290,0.09
YLR282C,cdc15,290,0.04
YLR283W,cdc15,290,0.38
YLR284C,cdc15,290,-0.12
YLR285W,cdc15,290,0.46
YLR286C,cdc15,290,2.24
YLR287C,cdc15,290,0.21
YLR287C-A,cdc15,290,0.92
YLR288C,cdc15,290,0.01
YLR289W,cdc15,290,0.42
YLR290C,cdc15,290,0.55
YLR291C,cdc15,290,-0.01
YLR292C,cdc15,290,0.52
YLR293C,cdc15,290,-0.08
YLR294C,cdc15,290,0.32
YLR295C,cdc15,290,0.43
YLR296W,cdc15,290,-0.84
YLR297W,cdc15,290,-0.43
YLR298C,cdc15,290,0.31
YLR299W,cdc15,290,0.67
YLR300W,cdc15,290,-0.52
YLR301W,cdc15,290,0.29
YLR302C,cdc15,290,-0.46
YLR303W,cdc15,290,0.71
YLR304C,cdc15,290,0.75
YLR305C,cdc15,290,-0.32
YLR306W,cdc15,290,0.01
YLR307W,cdc15,290,-0.06
YLR308W,cdc15,290,-0.92
YLR309C,cdc15,290,0.5
YLR310C,cdc15,290,-0.24
YLR311C,cdc15,290,-0.35
YLR312C,cdc15,290,-0.01
YLR312W-A,cdc15,290,0.48
YLR313C,cdc15,290,-0.18
YLR314C,cdc15,290,0.41
YLR315W,cdc15,290,-0.05
YLR316C,cdc15,290,-0.04
YLR317W,cdc15,290,0.05
YLR318W,cdc15,290,-0.6
YLR319C,cdc15,290,-0.1
YLR320W,cdc15,290,-0.4
YLR321C,cdc15,290,0.38
YLR322W,cdc15,290,0.04
YLR323C,cdc15,290,0.43
YLR324W,cdc15,290,0.72
YLR325C,cdc15,290,0.26
YLR326W,cdc15,290,0.58
YLR327C,cdc15,290,1.47
YLR328W,cdc15,290,-0.06
YLR329W,cdc15,290,-0.81
YLR330W,cdc15,290,0.5
YLR331C,cdc15,290,-0.54
YLR332W,cdc15,290,-0.47
YLR333C,cdc15,290,0.11
YLR334C,cdc15,290,-0.13
YLR335W,cdc15,290,0.14
YLR336C,cdc15,290,-0.58
YLR338W,cdc15,290,-0.24
YLR339C,cdc15,290,-0.66
YLR340W,cdc15,290,-0.89
YLR341W,cdc15,290,-0.65
YLR342W,cdc15,290,-0.51
YLR343W,cdc15,290,-0.57
YLR344W,cdc15,290,0.22
YLR345W,cdc15,290,1.39
YLR346C,cdc15,290,0
YLR347C,cdc15,290,-0.44
YLR348C,cdc15,290,0.73
YLR349W,cdc15,290,0.42
YLR350W,cdc15,290,0.3
YLR351C,cdc15,290,0.47
YLR352W,cdc15,290,0.2
YLR353W,cdc15,290,-0.3
YLR354C,cdc15,290,0.57
YLR355C,cdc15,290,-0.22
YLR356W,cdc15,290,0.34
YLR357W,cdc15,290,-0.14
YLR358C,cdc15,290,-0.3
YLR359W,cdc15,290,0.49
YLR360W,cdc15,290,0.04
YLR361C,cdc15,290,0.24
YLR362W,cdc15,290,0.01
YLR363C,cdc15,290,0.11
YLR364W,cdc15,290,-0.06
YLR365W,cdc15,290,-0.93
YLR366W,cdc15,290,-0.96
YLR367W,cdc15,290,-0.12
YLR368W,cdc15,290,-0.02
YLR369W,cdc15,290,0.13
YLR370C,cdc15,290,0.51
YLR371W,cdc15,290,-0.14
YLR372W,cdc15,290,-0.39
YLR373C,cdc15,290,-0.31
YLR374C,cdc15,290,-0.32
YLR375W,cdc15,290,-0.16
YLR376C,cdc15,290,0.13
YLR377C,cdc15,290,-0.68
YLR378C,cdc15,290,0.08
YLR379W,cdc15,290,-0.24
YLR380W,cdc15,290,-0.33
YLR381W,cdc15,290,-0.93
YLR382C,cdc15,290,0.41
YLR383W,cdc15,290,-0.15
YLR384C,cdc15,290,-0.33
YLR385C,cdc15,290,-0.73
YLR386W,cdc15,290,-0.2
YLR387C,cdc15,290,0.26
YLR388W,cdc15,290,0.08
YLR389C,cdc15,290,-0.25
YLR390W,cdc15,290,0.48
YLR390W-A,cdc15,290,-0.35
YLR392C,cdc15,290,0.35
YLR393W,cdc15,290,-0.11
YLR394W,cdc15,290,-0.04
YLR395C,cdc15,290,0.37
YLR396C,cdc15,290,-0.05
YLR397C,cdc15,290,-0.42
YLR398C,cdc15,290,-0.19
YLR399C,cdc15,290,0.49
YLR400W,cdc15,290,-0.26
YLR401C,cdc15,290,-0.17
YLR402W,cdc15,290,-0.72
YLR403W,cdc15,290,-0.69
YLR404W,cdc15,290,-0.35
YLR405W,cdc15,290,0.01
YLR406C,cdc15,290,-0.44
YLR407W,cdc15,290,-0.19
YLR408C,cdc15,290,-1.01
YLR409C,cdc15,290,-0.66
YLR410W,cdc15,290,-0.3
YLR411W,cdc15,290,-0.06
YLR412W,cdc15,290,-0.1
YLR413W,cdc15,290,-0.25
YLR414C,cdc15,290,-0.25
YLR415C,cdc15,290,-0.73
YLR416C,cdc15,290,-0.44
YLR417W,cdc15,290,-0.02
YLR418C,cdc15,290,0.62
YLR419W,cdc15,290,-0.42
YLR420W,cdc15,290,0.65
YLR421C,cdc15,290,0.87
YLR422W,cdc15,290,-0.39
YLR423C,cdc15,290,0.28
YLR424W,cdc15,290,0.09
YLR425W,cdc15,290,-0.27
YLR426W,cdc15,290,0.09
YLR427W,cdc15,290,-0.02
YLR428C,cdc15,290,0.21
YLR429W,cdc15,290,0.41
YLR430W,cdc15,290,-0.38
YLR431C,cdc15,290,0.09
YLR432W,cdc15,290,-0.67
YLR433C,cdc15,290,0.05
YLR434C,cdc15,290,-0.72
YLR435W,cdc15,290,0.32
YLR436C,cdc15,290,-0.22
YLR437C,cdc15,290,-0.36
YLR438W,cdc15,290,-0.63
YLR439W,cdc15,290,0.44
YLR440C,cdc15,290,0.53
YLR441C,cdc15,290,0.42
YLR442C,cdc15,290,-0.63
YLR443W,cdc15,290,-0.4
YLR444C,cdc15,290,-0.14
YLR445W,cdc15,290,-0.64
YLR446W,cdc15,290,-0.02
YLR447C,cdc15,290,0.47
YLR448W,cdc15,290,-0.02
YLR449W,cdc15,290,0.28
YLR450W,cdc15,290,-0.33
YLR451W,cdc15,290,-0.28
YLR452C,cdc15,290,1.35
YLR453C,cdc15,290,-0.16
YLR454W,cdc15,290,-0.13
YLR455W,cdc15,290,0.19
YLR456W,cdc15,290,0.05
YLR457C,cdc15,290,0.18
YLR458W,cdc15,290,-0.22
YLR459W,cdc15,290,-0.42
YLR460C,cdc15,290,0.03
YLR461W,cdc15,290,-0.2
YLR462W,cdc15,290,-0.35
YLR463C,cdc15,290,-0.28
YLR464W,cdc15,290,-0.4
YLR465C,cdc15,290,-0.5
YLR466W,cdc15,290,-0.14
YLR467W,cdc15,290,-0.13
YML001W,cdc15,290,0.44
YML002W,cdc15,290,-0.23
YML003W,cdc15,290,-0.71
YML004C,cdc15,290,0.99
YML005W,cdc15,290,0.42
YML006C,cdc15,290,-0.07
YML007W,cdc15,290,0.62
YML008C,cdc15,290,0.55
YML009C,cdc15,290,0.67
YML010C-B,cdc15,290,-0.14
YML010W,cdc15,290,-0.07
YML011C,cdc15,290,0.11
YML012W,cdc15,290,0.15
YML013W,cdc15,290,0
YML014W,cdc15,290,0.23
YML015C,cdc15,290,0.31
YML016C,cdc15,290,-0.41
YML017W,cdc15,290,-0.88
YML018C,cdc15,290,-0.57
YML019W,cdc15,290,-0.38
YML020W,cdc15,290,0.11
YML021C,cdc15,290,-0.22
YML022W,cdc15,290,-0.59
YML023C,cdc15,290,-0.23
YML027W,cdc15,290,-0.35
YML028W,cdc15,290,0.54
YML029W,cdc15,290,0.12
YML030W,cdc15,290,1.16
YML031W,cdc15,290,-0.12
YML032C,cdc15,290,-0.42
YML033W,cdc15,290,0.04
YML034W,cdc15,290,0.11
YML035C,cdc15,290,-0.11
YML035C-A,cdc15,290,NA
YML036W,cdc15,290,-0.86
YML037C,cdc15,290,-0.26
YML038C,cdc15,290,-0.33
YML040W,cdc15,290,0.16
YML041C,cdc15,290,0.17
YML042W,cdc15,290,-0.04
YML043C,cdc15,290,0.04
YML045W,cdc15,290,0.21
YML046W,cdc15,290,-0.19
YML047C,cdc15,290,0.62
YML048W,cdc15,290,0.07
YML049C,cdc15,290,-0.28
YML050W,cdc15,290,0.36
YML051W,cdc15,290,-0.16
YML052W,cdc15,290,-0.6
YML053C,cdc15,290,0.18
YML054C,cdc15,290,1.69
YML055W,cdc15,290,0.25
YML057W,cdc15,290,0.43
YML058C-A,cdc15,290,-0.37
YML058W,cdc15,290,-0.34
YML059C,cdc15,290,-0.44
YML060W,cdc15,290,-0.09
YML061C,cdc15,290,-0.32
YML062C,cdc15,290,0.3
YML063W,cdc15,290,0.44
YML064C,cdc15,290,0.24
YML065W,cdc15,290,-0.15
YML066C,cdc15,290,-0.43
YML068W,cdc15,290,0.37
YML069W,cdc15,290,-0.13
YML070W,cdc15,290,0.48
YML071C,cdc15,290,0.27
YML072C,cdc15,290,-0.06
YML073C,cdc15,290,-0.04
YML074C,cdc15,290,0.71
YML075C,cdc15,290,-0.4
YML076C,cdc15,290,0.06
YML077W,cdc15,290,0.24
YML078W,cdc15,290,0.46
YML079W,cdc15,290,0.46
YML080W,cdc15,290,-0.23
YML081W,cdc15,290,-0.38
YML082W,cdc15,290,-0.09
YML083C,cdc15,290,-0.45
YML084W,cdc15,290,-0.23
YML085C,cdc15,290,-0.4
YML086C,cdc15,290,0
YML087C,cdc15,290,-0.04
YML088W,cdc15,290,0.24
YML089C,cdc15,290,-0.42
YML090W,cdc15,290,0.36
YML091C,cdc15,290,0.15
YML092C,cdc15,290,0.66
YML093W,cdc15,290,0.19
YML094W,cdc15,290,-0.05
YML095C,cdc15,290,-0.06
YML096W,cdc15,290,-0.41
YML097C,cdc15,290,0.1
YML098W,cdc15,290,0.26
YML099C,cdc15,290,-0.57
YML100W,cdc15,290,0.94
YML101C,cdc15,290,-0.31
YML102W,cdc15,290,-0.35
YML103C,cdc15,290,-1.2
YML104C,cdc15,290,-0.3
YML105C,cdc15,290,0.33
YML106W,cdc15,290,-0.75
YML107C,cdc15,290,-0.33
YML108W,cdc15,290,0.28
YML109W,cdc15,290,-0.57
YML110C,cdc15,290,1.18
YML111W,cdc15,290,-0.23
YML112W,cdc15,290,0.39
YML113W,cdc15,290,-0.21
YML114C,cdc15,290,-0.03
YML115C,cdc15,290,0.12
YML116W,cdc15,290,0.17
YML117W,cdc15,290,0.28
YML118W,cdc15,290,0.18
YML119W,cdc15,290,-0.42
YML120C,cdc15,290,0.46
YML121W,cdc15,290,0.23
YML122C,cdc15,290,-0.94
YML123C,cdc15,290,-0.85
YML124C,cdc15,290,-0.17
YML125C,cdc15,290,0.21
YML126C,cdc15,290,-0.02
YML127W,cdc15,290,-0.32
YML128C,cdc15,290,1.09
YML129C,cdc15,290,0.68
YML130C,cdc15,290,0.73
YML131W,cdc15,290,0.34
YML132W,cdc15,290,-0.01
YML133C,cdc15,290,-0.49
YMR001C,cdc15,290,-0.23
YMR002W,cdc15,290,0.75
YMR003W,cdc15,290,0.3
YMR004W,cdc15,290,0.66
YMR005W,cdc15,290,0.58
YMR006C,cdc15,290,-0.33
YMR007W,cdc15,290,-0.14
YMR008C,cdc15,290,0.18
YMR009W,cdc15,290,0.36
YMR010W,cdc15,290,-0.38
YMR011W,cdc15,290,-0.97
YMR012W,cdc15,290,0.21
YMR013C,cdc15,290,-0.85
YMR014W,cdc15,290,-0.08
YMR015C,cdc15,290,-0.49
YMR016C,cdc15,290,-0.8
YMR017W,cdc15,290,-0.25
YMR018W,cdc15,290,-0.93
YMR019W,cdc15,290,-0.25
