Year,Date,Site,Plot,SpecCode,LeafNumber,Area,Perimeter,Length,Width,FreshMass,DryMass,SLA,LDMC
2013,7/18/13,7,5,OSMREG,2,21.478,41.173,8.760,4.676,0.147,0.028,767.068,0.190
2013,7/18/13,7,5,OSMREG,3,51.237,107.800,14.076,7.183,0.357,0.072,711.621,0.202
2013,7/18/13,7,5,PERPAL,1,37.504,38.753,13.806,4.168,0.542,0.186,201.959,0.343
2013,7/18/13,7,5,PERPAL,2,33.600,40.708,13.637,3.829,0.479,0.172,195.577,0.359
2013,7/18/13,7,5,PERPAL,3,21.203,21.486,9.097,3.321,0.284,0.126,168.013,0.444
2013,7/18/13,7,5,PERPAL,4,23.188,28.765,11.089,3.422,0.380,0.130,178.231,0.342
2013,7/18/13,7,5,PERPAL,5,11.536,15.757,6.329,2.457,0.166,0.068,169.646,0.410
2013,7/18/13,7,5,PERPAL,6,43.104,34.998,14.448,4.489,0.743,0.331,130.224,0.445
2013,7/18/13,7,5,PERPAL,7,37.071,30.158,11.696,4.913,0.610,0.283,130.994,0.464
2013,7/18/13,7,5,PERPAL,8,35.505,33.469,13.300,3.829,0.611,0.278,127.714,0.455
2013,7/18/13,7,5,PERPAL,9,23.753,27.255,11.038,3.253,0.391,0.179,132.699,0.458
2013,7/18/13,7,5,PERPAL,10,42.837,33.256,13.621,4.930,0.710,0.283,151.368,0.399
2013,7/10/13,8,1,ARISTR,1,2.802,94.444,41.503,0.085,0.115,0.057,49.151,0.496
2013,7/10/13,8,1,ARISTR,2,4.063,145.520,64.322,0.079,0.130,0.078,52.087,0.600
2013,7/10/13,8,1,ARISTR,3,3.008,82.830,36.473,0.102,0.115,0.055,54.695,0.478
2013,7/10/13,8,1,ARISTR,4,3.163,90.328,39.680,0.098,0.115,0.059,53.615,0.513
2013,7/10/13,8,1,ARISTR,5,2.490,77.675,34.077,0.085,0.092,0.042,59.295,0.457
2013,7/10/13,8,1,AROARB,1,10.887,13.898,5.469,2.846,0.207,0.079,137.804,0.382
2013,7/10/13,8,1,AROARB,2,11.271,13.840,5.452,3.049,0.167,0.068,165.751,0.407
2013,7/10/13,8,1,AROARB,3,4.863,9.775,3.730,1.796,0.091,0.030,162.113,0.330
2013,7/10/13,8,1,AROARB,4,12.602,15.505,6.279,2.880,0.245,0.096,131.266,0.392
2013,7/10/13,8,1,AROARB,5,7.402,11.440,4.422,2.287,0.133,0.048,154.200,0.361
2013,7/10/13,8,1,ARUTEC,1,14.931,26.035,11.156,1.813,0.204,0.088,169.667,0.431
2013,7/10/13,8,1,ARUTEC,2,44.513,43.457,18.532,3.219,0.618,0.259,171.863,0.419
2013,7/10/13,8,1,ARUTEC,3,29.214,35.966,14.988,2.677,0.437,0.176,165.988,0.403
2013,7/10/13,8,1,ARUTEC,4,26.362,35.617,15.140,2.304,0.333,0.140,188.301,0.420
2013,7/10/13,8,1,ARUTEC,5,12.156,21.932,9.249,1.931,0.156,0.062,196.061,0.397
2013,7/10/13,8,1,CLEALN,1,9.169,14.595,5.958,2.304,0.147,0.054,169.789,0.367
2013,7/10/13,8,1,CLEALN,2,14.617,16.415,6.363,3.321,0.162,0.052,281.096,0.321
2013,7/10/13,8,1,CLEALN,3,9.896,15.660,6.329,2.389,0.136,0.041,241.373,0.301
2013,7/10/13,8,1,CLEALN,4,9.128,14.402,5.890,2.423,0.173,0.065,140.431,0.376
2013,7/10/13,8,1,CLEALN,5,13.781,16.221,6.093,3.456,0.237,0.079,174.439,0.333
2013,7/10/13,8,1,ILEGLA,1,3.115,8.072,3.359,1.237,0.088,0.036,86.517,0.409
2013,7/10/13,8,1,ILEGLA,2,2.287,5.962,2.312,1.321,0.061,0.025,91.496,0.410
2013,7/10/13,8,1,ILEGLA,3,3.633,8.595,3.460,1.389,0.104,0.041,88.602,0.394
2013,7/10/13,8,1,ILEGLA,4,4.268,9.214,3.798,1.525,0.122,0.049,87.110,0.402
2013,7/10/13,8,1,ILEGLA,5,3.384,8.266,3.359,1.338,0.102,0.040,84.608,0.392
2013,7/10/13,8,1,LYOLIG,1,10.233,13.608,5.671,2.541,0.206,0.091,112.446,0.442
2013,7/10/13,8,1,LYOLIG,2,5.526,9.659,3.882,2.033,0.090,0.041,134.771,0.456
2013,7/10/13,8,1,LYOLIG,3,8.265,11.963,4.878,2.440,0.150,0.068,121.546,0.453
2013,7/10/13,8,1,LYOLIG,4,3.776,7.956,3.156,1.745,0.065,0.028,134.857,0.431
2013,7/10/13,8,1,LYOLIG,5,6.432,10.492,4.355,2.169,0.119,0.054,119.106,0.454
2013,7/10/13,8,1,PTEAQU,1,22.270,102.632,13.114,4.760,0.437,0.131,170.000,0.300
2013,7/10/13,8,1,PTEAQU,2,15.150,75.706,9.283,3.998,0.299,0.070,216.429,0.234
2013,7/10/13,8,1,PTEAQU,3,22.283,93.824,11.545,4.608,0.460,0.247,90.214,0.537
2013,7/10/13,8,1,PTEAQU,4,22.592,91.714,12.051,4.506,0.393,0.115,196.449,0.293
2013,7/10/13,8,1,PTEAQU,5,38.453,142.140,15.663,6.607,0.732,0.264,145.653,0.361
2013,7/10/13,8,1,QUEINC,1,7.862,14.634,6.312,1.762,0.127,0.065,120.952,0.512
2013,7/10/13,8,1,QUEINC,2,4.965,11.614,4.912,1.372,0.079,0.040,124.130,0.506
2013,7/10/13,8,1,QUEINC,3,4.559,10.646,4.574,1.423,0.069,0.034,134.085,0.493
2013,7/10/13,8,1,QUEINC,4,10.308,14.673,6.059,2.389,0.186,0.092,112.041,0.495
2013,7/10/13,8,1,QUEINC,5,14.369,18.447,7.730,2.643,0.269,0.137,104.882,0.509
2013,7/10/13,8,1,QUEMARI,1,60.650,43.341,12.203,8.742,1.091,0.564,107.535,0.517
2013,7/10/13,8,1,QUEMARI,2,81.208,50.425,14.853,9.741,1.612,0.829,97.959,0.514
2013,7/10/13,8,2,ALNSER,1,19.382,17.654,7.055,3.981,0.331,0.160,121.140,0.483
2013,7/10/13,8,2,ALNSER,2,13.668,14.286,5.502,3.490,0.233,0.110,124.257,0.472
2013,7/10/13,8,2,ALNSER,3,17.017,16.241,6.211,3.896,0.291,0.135,126.049,0.464
2013,7/10/13,8,2,ALNSER,4,23.451,18.970,7.156,4.591,0.422,0.176,133.245,0.417
2013,7/10/13,8,2,ALNSER,5,13.674,15.021,5.654,3.405,0.250,0.109,125.452,0.436
2013,7/10/13,8,2,ARUTEC,1,18.809,31.320,13.384,1.881,0.229,0.107,175.783,0.467
2013,7/10/13,8,2,ARUTEC,2,17.953,32.772,14.042,1.711,0.231,0.108,166.229,0.468
2013,7/10/13,8,2,ARUTEC,3,24.602,33.817,14.363,2.236,0.353,0.170,144.716,0.482
2013,7/10/13,8,2,ARUTEC,4,22.645,36.217,15.545,1.914,0.275,0.150,150.963,0.545
2013,7/10/13,8,2,ARUTEC,5,33.829,42.141,18.076,2.423,0.413,0.190,178.049,0.460
2013,7/10/13,8,2,CLEALN,1,12.534,14.866,4.996,3.558,0.178,0.057,219.886,0.320
2013,7/10/13,8,2,CLEALN,2,13.711,17.402,6.903,3.033,0.163,0.070,195.866,0.429
2013,7/10/13,8,2,CLEALN,3,12.055,15.660,5.502,3.185,0.194,0.069,174.703,0.356
2013,7/10/13,8,2,CLEALN,4,12.072,13.840,4.962,3.321,0.211,0.053,227.774,0.251
2013,7/10/13,8,2,CLEALN,5,13.461,15.312,5.502,3.422,0.174,0.061,220.672,0.351
2013,7/10/13,8,2,EUBRAC,1,6.888,11.421,4.777,2.101,0.128,0.052,132.452,0.406
2013,7/10/13,8,2,EUBRAC,2,11.930,14.034,5.705,3.049,0.209,0.081,147.286,0.388
2013,7/10/13,8,2,EUBRAC,3,14.662,16.396,6.836,3.219,0.270,0.102,143.747,0.378
2013,7/10/13,8,2,EUBRAC,4,7.514,13.608,5.755,1.847,0.129,0.039,192.667,0.302
2013,7/10/13,8,2,EUBRAC,5,8.311,13.376,5.654,2.185,0.159,0.069,120.443,0.434
2013,7/10/13,8,2,GAYFRO,1,16.874,17.557,7.409,3.388,0.249,0.120,140.616,0.482
2013,7/10/13,8,2,GAYFRO,2,10.694,13.686,5.620,2.643,0.134,0.070,152.769,0.522
2013,7/10/13,8,2,GAYFRO,3,14.931,15.176,6.076,3.422,0.191,0.092,162.297,0.482
2013,7/10/13,8,2,GAYFRO,4,15.175,15.873,6.633,3.287,0.172,0.073,207.875,0.424
2013,7/10/13,8,2,GAYFRO,5,8.102,11.188,4.439,2.473,0.093,0.043,188.421,0.462
2013,7/10/13,8,2,ILEGLA,1,4.312,8.749,3.629,1.762,0.113,0.050,86.230,0.442
2013,7/10/13,8,2,ILEGLA,2,5.989,10.104,4.236,2.033,0.193,0.073,82.038,0.378
2013,7/10/13,8,2,ILEGLA,3,3.739,8.653,3.561,1.474,0.103,0.039,95.867,0.379
2013,7/10/13,8,2,ILEGLA,4,3.973,10.066,4.304,1.321,0.124,0.046,86.376,0.371
2013,7/10/13,8,2,ILEGLA,5,6.427,9.911,3.949,2.185,0.167,0.061,105.354,0.365
2013,7/10/13,8,2,LYOLIG,1,5.000,9.814,4.068,1.745,0.088,0.038,131.566,0.432
2013,7/10/13,8,2,LYOLIG,2,9.316,12.176,4.945,2.626,0.178,0.082,113.605,0.461
2013,7/10/13,8,2,LYOLIG,3,7.559,11.266,4.456,2.287,0.147,0.063,119.990,0.429
2013,7/10/13,8,2,LYOLIG,4,7.754,11.150,4.473,2.372,0.151,0.070,110.773,0.464
2013,7/10/13,8,2,LYOLIG,5,7.228,11.208,4.743,2.084,0.157,0.075,96.369,0.478
2013,7/10/13,8,2,PINPAL,1,1.927,36.004,15.528,0.288,0.084,0.022,87.586,0.262
2013,7/10/13,8,2,PINPAL,2,2.312,41.231,17.958,0.153,0.115,0.029,79.707,0.252
2013,7/10/13,8,2,PINPAL,3,3.082,54.244,23.680,0.153,0.191,0.035,88.051,0.183
2013,7/10/13,8,2,PINPAL,4,2.475,51.841,22.566,0.144,0.169,0.033,75.009,0.195
2013,7/10/13,8,2,PINPAL,5,3.132,51.127,22.296,0.153,0.184,0.048,65.256,0.261
2013,7/10/13,8,2,SOLODO,1,4.105,11.653,4.945,1.169,0.077,0.029,141.545,0.377
2013,7/10/13,8,2,SOLODO,2,3.714,12.079,5.131,0.932,0.059,0.025,148.556,0.424
2013,7/10/13,8,2,SOLODO,3,6.406,16.028,6.751,1.288,0.094,0.046,139.267,0.489
2013,7/10/13,8,2,SOLODO,4,3.116,11.421,4.793,0.915,0.044,0.016,194.719,0.364
2013,7/10/13,8,2,SOLODO,5,3.948,12.466,5.165,1.000,0.069,0.026,151.838,0.377
2013,7/10/13,8,2,VACFUS,1,11.908,14.344,5.941,2.965,0.252,0.112,106.325,0.444
2013,7/10/13,8,2,VACFUS,2,12.506,15.447,6.515,2.795,0.225,0.097,128.931,0.431
2013,7/10/13,8,2,VACFUS,3,13.028,16.454,6.971,2.761,0.239,0.107,121.755,0.448
2013,7/10/13,8,2,VACFUS,4,11.849,16.008,6.734,2.643,0.240,0.109,108.704,0.454
2013,7/10/13,8,2,VACFUS,5,16.668,18.544,7.983,3.236,0.332,0.150,111.117,0.452
2013,7/10/13,8,2,VACTEN,1,1.837,5.807,2.447,1.084,0.032,0.012,153.042,0.375
2013,7/10/13,8,2,VACTEN,2,2.515,6.775,2.852,1.305,0.050,0.021,119.738,0.420
2013,7/10/13,8,2,VACTEN,3,1.627,5.768,2.414,0.983,0.028,0.010,162.670,0.357
2013,7/10/13,8,2,VACTEN,4,2.209,7.162,3.072,1.101,0.037,0.014,157.750,0.378
2013,7/10/13,8,2,VACTEN,5,1.371,5.304,2.228,0.932,0.022,0.009,157.529,0.395
2013,7/10/13,8,3,ANDGLO,1,15.491,74.818,32.693,0.503,0.239,0.101,153.378,0.423
2013,7/10/13,8,3,ANDGLO,2,15.877,77.600,33.874,0.584,0.223,0.096,165.384,0.430
2013,7/10/13,8,3,ANDGLO,3,12.457,70.330,31.410,0.470,0.181,0.066,188.736,0.365
2013,7/10/13,8,3,ANDGLO,4,17.234,81.960,36.035,0.568,0.254,0.106,162.586,0.417
2013,7/10/13,8,3,ANDGLO,5,16.541,111.400,49.452,0.407,0.256,0.103,160.595,0.402
2013,7/10/13,8,3,AROARB,1,6.165,13.008,5.452,1.677,0.141,0.051,120.876,0.362
2013,7/10/13,8,3,AROARB,2,6.866,13.279,5.452,1.864,0.138,0.053,129.553,0.384
2013,7/10/13,8,3,AROARB,3,9.243,13.840,5.553,2.575,0.162,0.060,154.045,0.370
2013,7/10/13,8,3,AROARB,4,3.490,8.672,3.460,1.474,0.062,0.020,174.505,0.323
2013,7/10/13,8,3,AROARB,5,5.051,11.421,4.760,1.576,0.098,0.034,148.559,0.347
2013,7/10/13,8,3,ARUTEC,1,19.164,30.700,13.080,2.067,0.279,0.118,162.408,0.423
2013,7/10/13,8,3,ARUTEC,2,19.216,32.985,13.975,1.864,0.201,0.102,188.389,0.507
2013,7/10/13,8,3,ARUTEC,3,10.117,28.687,12.473,1.118,0.137,0.059,171.466,0.431
2013,7/10/13,8,3,ARUTEC,4,13.576,25.939,11.190,1.745,0.157,0.077,176.308,0.490
2013,7/10/13,8,3,ARUTEC,5,16.195,34.378,14.313,1.474,0.213,0.091,177.962,0.427
2013,7/10/13,8,3,CLEALN,1,6.039,9.369,3.528,2.524,0.071,0.028,215.664,0.394
2013,7/10/13,8,3,CLEALN,2,8.938,12.621,5.013,2.575,0.128,0.039,229.177,0.305
2013,7/10/13,8,3,CLEALN,3,13.939,16.318,6.312,3.371,0.198,0.074,188.362,0.374
2013,7/10/13,8,3,CLEALN,4,11.077,14.479,5.469,2.999,0.133,0.044,251.743,0.331
2013,7/10/13,8,3,CLEALN,5,18.522,17.460,6.464,4.269,0.251,0.088,210.474,0.351
2013,7/10/13,8,3,GAYFRO,1,7.789,11.440,4.709,2.304,0.107,0.056,139.095,0.523
2013,7/10/13,8,3,GAYFRO,2,6.535,10.569,4.355,2.169,0.102,0.051,128.131,0.500
2013,7/10/13,8,3,GAYFRO,3,10.765,13.511,5.604,2.897,0.135,0.076,141.641,0.563
2013,7/10/13,8,3,GAYFRO,4,5.162,10.298,4.169,1.728,0.083,0.037,139.503,0.446
2013,7/10/13,8,3,GAYFRO,5,7.119,10.472,4.101,2.372,0.081,0.042,169.495,0.519
2013,7/10/13,8,3,LYOLUC,1,8.002,10.956,4.355,2.592,0.215,0.093,86.046,0.433
2013,7/10/13,8,3,LYOLUC,2,7.813,10.627,4.270,2.524,0.258,0.128,61.039,0.496
2013,7/10/13,8,3,LYOLUC,3,7.273,10.298,4.135,2.423,0.206,0.095,76.560,0.461
2013,7/10/13,8,3,LYOLUC,4,6.855,10.472,4.236,2.202,0.197,0.095,72.160,0.482
2013,7/10/13,8,3,LYOLUC,5,5.973,9.640,3.949,2.118,0.195,0.106,56.350,0.544
2013,7/10/13,8,3,OSMCIN,1,11.367,36.992,9.283,1.948,0.186,0.070,162.389,0.376
2013,7/10/13,8,3,OSMCIN,2,12.249,40.205,9.789,2.033,0.207,0.084,145.821,0.406
2013,7/10/13,8,3,OSMCIN,3,12.542,43.341,9.688,1.881,0.192,0.075,167.231,0.391
2013,7/10/13,8,3,OSMCIN,4,11.899,34.785,8.810,1.847,0.196,0.072,165.260,0.367
2013,7/10/13,8,3,OSMCIN,5,10.580,41.057,8.338,1.982,0.211,0.057,185.609,0.270
2013,7/10/13,8,3,PERPAL,1,23.244,29.191,10.464,3.168,0.468,0.236,98.492,0.504
2013,7/10/13,8,3,PERPAL,2,22.359,22.900,9.755,3.253,0.562,0.298,75.030,0.530
2013,7/10/13,8,3,PERPAL,3,33.175,26.268,10.785,4.540,0.792,0.358,92.669,0.452
2013,7/10/13,8,3,PERPAL,4,24.513,22.900,9.671,3.558,0.648,0.350,70.036,0.540
2013,7/10/13,8,3,PERPAL,5,14.322,16.802,6.903,2.965,0.280,0.147,97.429,0.525
2013,7/10/13,8,4,ACERUB,1,17.103,20.886,5.705,4.710,0.228,0.108,158.357,0.474
2013,7/10/13,8,4,ACERUB,2,13.000,17.441,4.827,4.676,0.198,0.090,144.439,0.455
2013,7/10/13,8,4,ACERUB,3,20.572,22.861,6.194,5.489,0.334,0.152,135.345,0.455
2013,7/10/13,8,4,ACERUB,4,26.003,26.694,7.139,6.065,0.355,0.171,152.061,0.482
2013,7/10/13,8,4,ACERUB,5,28.691,25.590,7.528,6.472,0.471,0.230,124.741,0.488
2013,7/10/13,8,4,AROARB,1,15.329,17.809,7.241,3.168,0.225,0.079,194.038,0.351
2013,7/10/13,8,4,AROARB,2,11.793,16.570,6.616,2.575,0.155,0.057,206.898,0.368
2013,7/10/13,8,4,AROARB,3,6.196,11.518,4.861,1.881,0.093,0.030,206.547,0.323
2013,7/10/13,8,4,AROARB,4,15.088,17.828,7.123,2.982,0.172,0.062,243.360,0.360
2013,7/10/13,8,4,AROARB,5,5.797,11.382,4.523,1.830,0.069,0.022,263.486,0.319
2013,7/10/13,8,4,ARUTEC,1,15.873,26.732,11.376,1.931,0.177,0.066,240.502,0.373
2013,7/10/13,8,4,ARUTEC,2,37.723,39.837,17.081,3.049,0.532,0.200,188.616,0.376
2013,7/10/13,8,4,ARUTEC,3,9.597,21.370,9.047,1.576,0.138,0.046,208.624,0.333
2013,7/10/13,8,4,ARUTEC,4,22.085,29.520,12.659,2.473,0.274,0.109,202.612,0.398
2013,7/10/13,8,4,ARUTEC,5,34.399,47.677,20.574,2.236,0.415,0.176,195.447,0.424
2013,7/10/13,8,4,CLEALN,1,23.070,19.977,7.696,4.523,0.340,0.122,189.096,0.359
2013,7/10/13,8,4,CLEALN,2,7.937,12.853,5.047,2.372,0.127,0.037,214.503,0.291
2013,7/10/13,8,4,CLEALN,3,25.126,20.383,7.696,4.998,0.365,0.158,159.024,0.433
2013,7/10/13,8,4,CLEALN,4,14.190,15.505,5.975,3.473,0.205,0.087,163.099,0.424
2013,7/10/13,8,4,CLEALN,5,12.264,14.440,5.874,3.134,0.168,0.062,197.800,0.369
2013,7/10/13,8,4,GAYFRO,1,9.419,13.356,5.536,2.473,0.152,0.069,136.500,0.454
2013,7/10/13,8,4,GAYFRO,2,8.226,12.543,5.283,2.338,0.102,0.044,186.959,0.431
2013,7/10/13,8,4,GAYFRO,3,11.683,14.440,6.059,2.931,0.158,0.071,164.551,0.449
2013,7/10/13,8,4,GAYFRO,4,11.050,14.169,5.874,2.626,0.185,0.083,133.127,0.449
2013,7/10/13,8,4,GAYFRO,5,9.592,12.931,5.232,2.677,0.156,0.070,137.034,0.449
2013,7/10/13,8,4,ILEGLA,1,5.313,9.466,3.899,1.931,0.158,0.064,83.022,0.405
2013,7/10/13,8,4,ILEGLA,2,4.364,9.350,3.916,1.542,0.127,0.052,83.915,0.409
2013,7/10/13,8,4,ILEGLA,3,5.574,10.221,4.169,1.830,0.153,0.064,87.092,0.418
2013,7/10/13,8,4,ILEGLA,4,3.859,8.478,3.443,1.593,0.105,0.044,87.695,0.419
2013,7/10/13,8,4,ILEGLA,5,4.809,9.156,3.798,1.779,0.138,0.059,81.514,0.428
2013,7/10/13,8,4,MORCAR,1,13.299,17.247,7.072,2.626,0.264,0.117,113.668,0.443
2013,7/10/13,8,4,MORCAR,2,18.230,18.680,7.696,3.388,0.293,0.111,164.230,0.379
2013,7/10/13,8,4,MORCAR,3,19.329,19.977,8.287,3.337,0.387,0.173,111.726,0.447
2013,7/10/13,8,4,MORCAR,4,17.349,19.860,8.186,3.202,0.327,0.138,125.720,0.422
2013,7/10/13,8,4,MORCAR,5,19.450,20.325,8.236,3.439,0.388,0.179,108.660,0.461
2013,7/10/13,8,4,PERPAL,1,21.605,24.196,9.553,3.253,0.444,0.222,97.318,0.500
2013,7/10/13,8,4,PERPAL,2,22.152,29.810,11.072,2.914,0.532,0.280,79.114,0.526
2013,7/10/13,8,4,PERPAL,3,28.215,27.797,11.865,3.659,0.641,0.292,96.625,0.456
2013,7/10/13,8,4,PERPAL,4,22.555,25.706,10.464,3.016,0.493,0.220,102.523,0.446
2013,7/10/13,8,4,PERPAL,5,30.434,28.223,10.616,4.083,0.661,0.285,106.786,0.431
2013,7/10/13,8,4,VACFOR,1,6.560,10.453,4.338,2.236,0.121,0.050,131.202,0.413
2013,7/10/13,8,4,VACFOR,2,17.830,18.118,6.566,3.947,0.343,0.118,151.097,0.344
2013,7/10/13,8,4,VACFOR,3,30.173,21.061,8.827,5.032,0.716,0.253,119.260,0.353
2013,7/10/13,8,4,VACFOR,4,24.017,18.505,7.460,4.693,0.554,0.186,129.124,0.336
2013,7/10/13,8,4,VACFOR,5,13.109,14.228,5.519,3.422,0.268,0.089,147.296,0.332
2013,7/10/13,8,5,ARUTEC,1,40.697,40.805,17.232,3.304,0.520,0.211,192.878,0.406
2013,7/10/13,8,5,ARUTEC,2,35.305,45.218,19.646,2.355,0.383,0.199,177.413,0.520
2013,7/10/13,8,5,ARUTEC,3,24.932,40.011,17.047,1.881,0.258,0.128,194.779,0.496
2013,7/10/13,8,5,ARUTEC,4,22.547,35.656,14.751,2.084,0.243,0.115,196.057,0.473
2013,7/10/13,8,5,ARUTEC,5,21.060,34.069,14.684,1.914,0.214,0.105,200.573,0.491
2013,7/10/13,8,5,CLEALN,1,9.760,13.782,5.519,2.592,0.154,0.051,191.376,0.331
2013,7/10/13,8,5,CLEALN,2,9.897,14.886,6.177,2.507,0.186,0.057,173.625,0.306
2013,7/10/13,8,5,CLEALN,3,9.422,13.879,5.418,2.643,0.143,0.044,214.130,0.308
2013,7/10/13,8,5,CLEALN,4,11.451,15.079,5.857,2.914,0.125,0.040,286.280,0.320
2013,7/10/13,8,5,CLEALN,5,16.356,17.073,6.431,3.761,0.140,0.042,389.424,0.300
2013,7/10/13,8,5,ILEGLA,1,4.564,8.595,3.409,1.813,0.121,0.048,95.090,0.397
2013,7/10/13,8,5,ILEGLA,2,4.431,8.691,3.494,1.779,0.127,0.049,90.435,0.386
2013,7/10/13,8,5,ILEGLA,3,5.391,9.833,4.034,1.881,0.157,0.065,82.942,0.414
2013,7/10/13,8,5,ILEGLA,4,7.801,12.214,4.979,2.050,0.210,0.084,92.873,0.400
2013,7/10/13,8,5,ILEGLA,5,6.801,10.976,4.388,2.050,0.187,0.077,88.326,0.412
2013,7/10/13,8,5,LYOLUC,1,10.443,13.898,5.840,2.541,0.201,0.069,151.343,0.343
2013,7/10/13,8,5,LYOLUC,2,5.900,9.291,3.663,2.270,0.115,0.049,120.412,0.426
2013,7/10/13,8,5,LYOLUC,3,12.121,14.363,6.144,2.982,0.249,0.101,120.006,0.406
2013,7/10/13,8,5,LYOLUC,4,10.976,13.085,5.114,3.066,0.232,0.098,111.997,0.422
2013,7/10/13,8,5,LYOLUC,5,18.993,18.157,7.544,3.642,0.419,0.168,113.055,0.401
2013,7/10/13,8,5,MAGVIR,1,28.566,25.822,10.971,3.541,0.486,0.176,162.309,0.362
2013,7/10/13,8,5,MAGVIR,2,46.876,33.139,14.178,4.506,0.904,0.313,149.763,0.346
2013,7/10/13,8,5,MAGVIR,3,46.914,31.784,13.283,4.794,0.910,0.315,148.932,0.346
2013,7/10/13,8,5,MAGVIR,4,25.226,24.584,10.346,3.456,0.517,0.173,145.814,0.335
2013,7/10/13,8,5,MAGVIR,5,60.121,36.701,15.680,5.438,0.979,0.331,181.635,0.338
2013,7/10/13,8,5,PERPAL,1,47.706,32.152,12.777,5.455,0.855,0.365,130.702,0.427
2013,7/10/13,8,5,PERPAL,2,48.554,38.327,13.789,5.252,0.881,0.387,125.464,0.439
2013,7/10/13,8,5,PERPAL,3,42.826,32.752,13.874,4.286,0.887,0.396,108.146,0.446
2013,7/10/13,8,5,PERPAL,4,28.034,25.009,10.228,4.015,0.552,0.263,106.594,0.476
2013,7/10/13,8,5,PERPAL,5,49.440,35.695,14.161,5.032,1.156,0.486,101.729,0.420
2013,7/10/13,8,5,RHUCOP,1,34.194,95.702,14.414,6.234,0.609,0.230,148.671,0.378
2013,7/10/13,8,5,RHUCOP,2,18.058,52.748,7.308,4.947,0.315,0.125,144.466,0.397
2013,7/10/13,8,5,RHUCOP,3,24.571,71.428,9.941,5.387,0.375,0.136,180.670,0.363
2013,7/10/13,8,5,RHUCOP,4,23.377,56.600,8.793,5.946,0.382,0.151,154.811,0.395
2013,7/10/13,8,5,RHUCOP,5,6.921,40.766,6.988,3.066,0.107,0.032,216.288,0.299
2013,7/10/13,8,5,SMILAU,1,13.628,16.783,7.089,2.694,0.475,0.134,101.701,0.282
2013,7/10/13,8,5,SMILAU,2,16.299,18.873,7.899,2.812,0.576,0.168,97.017,0.292
2013,7/10/13,8,5,SMILAU,3,31.567,28.184,11.983,3.608,1.026,0.261,120.945,0.254
2013,7/10/13,8,5,SMILAU,4,15.053,19.454,8.169,2.304,0.535,0.157,95.876,0.293
2013,7/10/13,8,5,SMILAU,5,13.371,17.073,7.156,2.626,0.462,0.127,105.283,0.275
2013,7/10/13,8,5,VACFOR,1,9.169,12.427,5.165,2.490,0.136,0.048,191.013,0.353
2013,7/10/13,8,5,VACFOR,2,7.665,11.518,4.540,2.372,0.093,0.031,247.245,0.333
2013,7/10/13,8,5,VACFOR,3,17.595,16.802,6.819,3.795,0.245,0.101,174.211,0.412
2013,7/10/13,8,5,VACFOR,4,13.058,14.789,6.144,3.033,0.239,0.089,146.715,0.372
2013,7/10/13,8,5,VACFOR,5,10.101,12.853,5.384,2.728,0.127,0.043,234.895,0.339
2013,7/10/13,8,6,ACERUB,1,41.897,35.308,8.928,7.776,0.580,0.254,164.947,0.438
2013,7/10/13,8,6,ACERUB,2,18.567,25.009,6.329,5.540,0.264,0.113,164.309,0.428
2013,7/10/13,8,6,ACERUB,3,26.422,27.855,6.954,5.946,0.338,0.141,187.388,0.417
2013,7/10/13,8,6,ACERUB,4,52.791,38.908,10.161,8.216,0.746,0.340,155.269,0.456
2013,7/10/13,8,6,ACERUB,5,19.132,21.506,6.937,4.540,0.237,0.102,187.571,0.430
2013,7/10/13,8,6,ANDGLO,1,14.726,109.697,46.381,0.407,0.280,0.086,171.234,0.307
2013,7/10/13,8,6,ANDGLO,2,13.805,87.720,38.380,0.418,0.132,0.049,281.724,0.371
2013,7/10/13,8,6,ANDGLO,3,11.095,73.163,31.663,0.452,0.164,0.055,201.731,0.335
2013,7/10/13,8,6,ANDGLO,4,10.268,75.086,32.574,0.373,0.138,0.053,193.742,0.384
2013,7/10/13,8,6,ANDGLO,5,14.848,111.334,48.659,0.385,0.212,0.079,187.952,0.373
2013,7/10/13,8,6,CYRRAC,1,12.214,18.893,7.966,2.270,0.246,0.073,167.321,0.297
2013,7/10/13,8,6,CYRRAC,2,8.003,14.247,6.076,1.999,0.133,0.035,228.646,0.263
2013,7/10/13,8,6,CYRRAC,3,8.078,13.840,5.722,2.033,0.149,0.043,187.856,0.289
2013,7/10/13,8,6,CYRRAC,4,9.435,15.486,6.532,2.101,0.157,0.053,178.021,0.338
2013,7/10/13,8,6,CYRRAC,5,12.463,15.776,6.532,2.846,0.198,0.061,204.313,0.308
2013,7/10/13,8,6,ILEGLA,1,5.265,9.930,4.017,1.830,0.126,0.048,109.690,0.381
2013,7/10/13,8,6,ILEGLA,2,6.626,11.537,4.810,1.965,0.181,0.071,93.323,0.392
2013,7/10/13,8,6,ILEGLA,3,8.267,13.434,5.536,2.135,0.207,0.086,96.126,0.415
2013,7/10/13,8,6,ILEGLA,4,9.157,13.473,5.654,2.321,0.269,0.107,85.579,0.398
2013,7/10/13,8,6,ILEGLA,5,5.156,9.679,4.017,1.830,0.121,0.047,109.706,0.388
2013,7/10/13,8,6,LYOLUC,1,10.991,12.814,5.030,3.083,0.223,0.091,120.779,0.408
