"Year","Month","Day","Date","RF"
1986,12,6,"12/6/1986","69.1"
1986,12,7,"12/7/1986","68.2"
1986,12,8,"12/8/1986","69.1"
1986,12,9,"12/9/1986","70.8"
1986,12,10,"12/10/1986","72.3"
1986,12,11,"12/11/1986","73"
1986,12,12,"12/12/1986","71.1"
1986,12,13,"12/13/1986","71.5"
1986,12,14,"12/14/1986","71.4"
1986,12,15,"12/15/1986","70.9"
1986,12,16,"12/16/1986","70.8"
1986,12,17,"12/17/1986","71.7"
1986,12,18,"12/18/1986","71.4"
1986,12,19,"12/19/1986","71"
1986,12,20,"12/20/1986","70.4"
1986,12,21,"12/21/1986","70.6"
1986,12,22,"12/22/1986","71.4"
1986,12,23,"12/23/1986","70.8"
1986,12,24,"12/24/1986","70"
1986,12,25,"12/25/1986","70"
1986,12,26,"12/26/1986","69.7"
1986,12,27,"12/27/1986","69.4"
1986,12,28,"12/28/1986","69.2"
1986,12,29,"12/29/1986","69.2"
1986,12,30,"12/30/1986","69.6"
1986,12,31,"12/31/1986","68.1"
1987,1,1,"1/1/1987","71.6"
1987,1,2,"1/2/1987","70.5"
1987,1,3,"1/3/1987","69.1"
1987,1,4,"1/4/1987","69"
1987,1,5,"1/5/1987","70.3"
1987,1,6,"1/6/1987","69.3"
1987,1,7,"1/7/1987","69.7"
1987,1,8,"1/8/1987","68.2"
1987,1,9,"1/9/1987","68"
1987,1,10,"1/10/1987","67.4"
1987,1,11,"1/11/1987","68"
1987,1,12,"1/12/1987","68.9"
1987,1,13,"1/13/1987","69.7"
1987,1,14,"1/14/1987","71.1"
1987,1,15,"1/15/1987","71.5"
1987,1,16,"1/16/1987","70.7"
1987,1,17,"1/17/1987","70.8"
1987,1,18,"1/18/1987","70.6"
1987,1,19,"1/19/1987","70"
1987,1,20,"1/20/1987","68.9"
1987,1,21,"1/21/1987","71.2"
1987,1,22,"1/22/1987","73.6"
1987,1,23,"1/23/1987","72.1"
1987,1,24,"1/24/1987","71.6"
1987,1,25,"1/25/1987","71.5"
1987,1,26,"1/26/1987","72.6"
1987,1,27,"1/27/1987","69.9"
1987,1,28,"1/28/1987","70.8"
1987,1,29,"1/29/1987","70.6"
1987,1,30,"1/30/1987","69.8"
1987,1,31,"1/31/1987","68.7"
1987,2,1,"2/1/1987","69.2"
1987,2,2,"2/2/1987","69.8"
1987,2,3,"2/3/1987","70"
1987,2,4,"2/4/1987","68.3"
1987,2,5,"2/5/1987","67.5"
1987,2,6,"2/6/1987","67.7"
1987,2,7,"2/7/1987","69.1"
1987,2,8,"2/8/1987","68.9"
1987,2,9,"2/9/1987","69.2"
1987,2,10,"2/10/1987","69.3"
1987,2,11,"2/11/1987","68.5"
1987,2,12,"2/12/1987","67.8"
1987,2,13,"2/13/1987","68"
1987,2,14,"2/14/1987","68.3"
1987,2,15,"2/15/1987","69.3"
1987,2,16,"2/16/1987","68.4"
1987,2,17,"2/17/1987","68.1"
1987,2,18,"2/18/1987","69.8"
1987,2,19,"2/19/1987","69.5"
1987,2,20,"2/20/1987","69.6"
1987,2,21,"2/21/1987","70.7"
1987,2,22,"2/22/1987","70.4"
1987,2,23,"2/23/1987","70.5"
1987,2,24,"2/24/1987","72.1"
1987,2,25,"2/25/1987","73.5"
1987,2,26,"2/26/1987","73.9"
1987,2,27,"2/27/1987","74"
1987,2,28,"2/28/1987","72.7"
1987,3,1,"3/1/1987","72.8"
1987,3,2,"3/2/1987","73.3"
1987,3,3,"3/3/1987","71.6"
1987,3,4,"3/4/1987","73.3"
1987,3,5,"3/5/1987","73.7"
1987,3,6,"3/6/1987","75.6"
1987,3,7,"3/7/1987","75.5"
1987,3,8,"3/8/1987","76.9"
1987,3,9,"3/9/1987","73.6"
1987,3,10,"3/10/1987","71.4"
1987,3,11,"3/11/1987","70.5"
1987,3,12,"3/12/1987","69.5"
1987,3,13,"3/13/1987","69.6"
1987,3,14,"3/14/1987","71.1"
1987,3,15,"3/15/1987","70.5"
1987,3,16,"3/16/1987","71"
1987,3,17,"3/17/1987","71.2"
1987,3,18,"3/18/1987","72.5"
1987,3,19,"3/19/1987","71.5"
1987,3,20,"3/20/1987","73.8"
1987,3,21,"3/21/1987","74.2"
1987,3,22,"3/22/1987","73.8"
1987,3,23,"3/23/1987","75.5"
1987,3,24,"3/24/1987","75.9"
1987,3,25,"3/25/1987","75.7"
1987,3,26,"3/26/1987","75.6"
1987,3,27,"3/27/1987","75.4"
1987,3,28,"3/28/1987","75"
1987,3,29,"3/29/1987","75.3"
1987,3,30,"3/30/1987","74.6"
1987,3,31,"3/31/1987","71.9"
1987,4,1,"4/1/1987","72.5"
1987,4,2,"4/2/1987","71.9"
1987,4,3,"4/3/1987","72.4"
1987,4,4,"4/4/1987","74"
1987,4,5,"4/5/1987","77.6"
1987,4,6,"4/6/1987","89.4"
1987,4,7,"4/7/1987","94.4"
1987,4,8,"4/8/1987","94.8"
1987,4,9,"4/9/1987","100.5"
1987,4,10,"4/10/1987","100"
1987,4,11,"4/11/1987","101.3"
1987,4,12,"4/12/1987","98.6"
1987,4,13,"4/13/1987","99.3"
1987,4,14,"4/14/1987","97.7"
1987,4,15,"4/15/1987","97.8"
1987,4,16,"4/16/1987","95.3"
1987,4,17,"4/17/1987","97.3"
1987,4,18,"4/18/1987","94"
1987,4,19,"4/19/1987","91.7"
1987,4,20,"4/20/1987","85.6"
1987,4,21,"4/21/1987","78.3"
1987,4,22,"4/22/1987","76.5"
1987,4,23,"4/23/1987","76.5"
1987,4,24,"4/24/1987","78.6"
1987,4,25,"4/25/1987","75.8"
1987,4,26,"4/26/1987","74.3"
1987,4,27,"4/27/1987","74.8"
1987,4,28,"4/28/1987","74.3"
1987,4,29,"4/29/1987","73.6"
1987,4,30,"4/30/1987","76.8"
1987,5,1,"5/1/1987","79.3"
1987,5,2,"5/2/1987","80.2"
1987,5,3,"5/3/1987","82.8"
1987,5,4,"5/4/1987","84.4"
1987,5,5,"5/5/1987","86.1"
1987,5,6,"5/6/1987","87.9"
1987,5,7,"5/7/1987","88.1"
1987,5,8,"5/8/1987","89.1"
1987,5,9,"5/9/1987","87.3"
1987,5,10,"5/10/1987","89.5"
1987,5,11,"5/11/1987","86.4"
1987,5,12,"5/12/1987","85.4"
1987,5,13,"5/13/1987","87.4"
1987,5,14,"5/14/1987","91.2"
1987,5,15,"5/15/1987","93.6"
1987,5,16,"5/16/1987","98.2"
1987,5,17,"5/17/1987","96.7"
1987,5,18,"5/18/1987","98.5"
1987,5,19,"5/19/1987","100.1"
1987,5,20,"5/20/1987","99.8"
1987,5,21,"5/21/1987","99.9"
1987,5,22,"5/22/1987","101"
1987,5,23,"5/23/1987","94.9"
1987,5,24,"5/24/1987","98.5"
1987,5,25,"5/25/1987","96.8"
1987,5,26,"5/26/1987","92.3"
1987,5,27,"5/27/1987","87.5"
1987,5,28,"5/28/1987","85.1"
1987,5,29,"5/29/1987","79.3"
1987,5,30,"5/30/1987","77.9"
1987,5,31,"5/31/1987","77.3"
1987,6,1,"6/1/1987","77.8"
1987,6,2,"6/2/1987","77.9"
1987,6,3,"6/3/1987","76.4"
1987,6,4,"6/4/1987","77.3"
1987,6,5,"6/5/1987","76.1"
1987,6,6,"6/6/1987","75.8"
1987,6,7,"6/7/1987","76"
1987,6,8,"6/8/1987","77"
1987,6,9,"6/9/1987","76.8"
1987,6,10,"6/10/1987","78.1"
1987,6,11,"6/11/1987","80.7"
1987,6,12,"6/12/1987","82.1"
1987,6,13,"6/13/1987","82.3"
1987,6,14,"6/14/1987","80.6"
1987,6,15,"6/15/1987","80.4"
1987,6,16,"6/16/1987","81.3"
1987,6,17,"6/17/1987","81.8"
1987,6,18,"6/18/1987","82.9"
1987,6,19,"6/19/1987","82.4"
1987,6,20,"6/20/1987","81.1"
1987,6,21,"6/21/1987","82.6"
1987,6,22,"6/22/1987","87.1"
1987,6,23,"6/23/1987","87.5"
1987,6,24,"6/24/1987","89.1"
1987,6,25,"6/25/1987","86.3"
1987,6,26,"6/26/1987","84.3"
1987,6,27,"6/27/1987","78.9"
1987,6,28,"6/28/1987","79.2"
1987,6,29,"6/29/1987","76.6"
1987,6,30,"6/30/1987","75.9"
1987,7,1,"7/1/1987","76"
1987,7,2,"7/2/1987","74.4"
1987,7,3,"7/3/1987","73.7"
1987,7,4,"7/4/1987","73.2"
1987,7,5,"7/5/1987","73.4"
1987,7,6,"7/6/1987","73.3"
1987,7,7,"7/7/1987","74.1"
1987,7,8,"7/8/1987","76.1"
1987,7,9,"7/9/1987","76.3"
1987,7,10,"7/10/1987","76.3"
1987,7,11,"7/11/1987","75.7"
1987,7,12,"7/12/1987","75.5"
1987,7,13,"7/13/1987","75.1"
1987,7,14,"7/14/1987","76.6"
1987,7,15,"7/15/1987","78.8"
1987,7,16,"7/16/1987","80.9"
1987,7,17,"7/17/1987","81.5"
1987,7,18,"7/18/1987","82.5"
1987,7,19,"7/19/1987","85.1"
1987,7,20,"7/20/1987","93.8"
1987,7,21,"7/21/1987","95.6"
1987,7,22,"7/22/1987","102.6"
1987,7,23,"7/23/1987","115.6"
1987,7,24,"7/24/1987","115"
1987,7,25,"7/25/1987","114.9"
1987,7,26,"7/26/1987","109.8"
1987,7,27,"7/27/1987","105.4"
1987,7,28,"7/28/1987","102.5"
1987,7,29,"7/29/1987","97.3"
1987,7,30,"7/30/1987","94"
1987,7,31,"7/31/1987","91.9"
1987,8,1,"8/1/1987","91"
1987,8,2,"8/2/1987","89.7"
1987,8,3,"8/3/1987","87.1"
1987,8,4,"8/4/1987","84"
1987,8,5,"8/5/1987","81.6"
1987,8,6,"8/6/1987","85.2"
1987,8,7,"8/7/1987","89.5"
1987,8,8,"8/8/1987","93.8"
1987,8,9,"8/9/1987","94.8"
1987,8,10,"8/10/1987","94"
1987,8,11,"8/11/1987","99.8"
1987,8,12,"8/12/1987","100"
1987,8,13,"8/13/1987","101.8"
1987,8,14,"8/14/1987","102.4"
1987,8,15,"8/15/1987","101.3"
1987,8,16,"8/16/1987","102.7"
1987,8,17,"8/17/1987","101.2"
1987,8,18,"8/18/1987","100.4"
1987,8,19,"8/19/1987","99"
1987,8,20,"8/20/1987","101.2"
1987,8,21,"8/21/1987","96.6"
1987,8,22,"8/22/1987","94.4"
1987,8,23,"8/23/1987","91.8"
1987,8,24,"8/24/1987","89.6"
1987,8,25,"8/25/1987","89.9"
1987,8,26,"8/26/1987","87.3"
1987,8,27,"8/27/1987","85.1"
1987,8,28,"8/28/1987","81.3"
1987,8,29,"8/29/1987","79.9"
1987,8,30,"8/30/1987","78.5"
1987,8,31,"8/31/1987","83.2"
1987,9,1,"9/1/1987","85.3"
1987,9,2,"9/2/1987","85.5"
1987,9,3,"9/3/1987","87.5"
1987,9,4,"9/4/1987","89.6"
1987,9,5,"9/5/1987","93.5"
1987,9,6,"9/6/1987","95.6"
1987,9,7,"9/7/1987","99.5"
1987,9,8,"9/8/1987","101.9"
1987,9,9,"9/9/1987","100.9"
1987,9,10,"9/10/1987","97.8"
1987,9,11,"9/11/1987","95.4"
1987,9,12,"9/12/1987","91.1"
1987,9,13,"9/13/1987","89.7"
1987,9,14,"9/14/1987","86.8"
1987,9,15,"9/15/1987","85"
1987,9,16,"9/16/1987","83.5"
1987,9,17,"9/17/1987","84"
1987,9,18,"9/18/1987","82.4"
1987,9,19,"9/19/1987","82.7"
1987,9,20,"9/20/1987","84.9"
1987,9,21,"9/21/1987","83"
1987,9,22,"9/22/1987","81.3"
1987,9,23,"9/23/1987","80.4"
1987,9,24,"9/24/1987","80.3"
1987,9,25,"9/25/1987","77.9"
1987,9,26,"9/26/1987","76.4"
1987,9,27,"9/27/1987","80.2"
1987,9,28,"9/28/1987","82.3"
1987,9,29,"9/29/1987","83.5"
1987,9,30,"9/30/1987","81.9"
1987,10,1,"10/1/1987","84.2"
1987,10,2,"10/2/1987","84.8"
1987,10,3,"10/3/1987","85.6"
1987,10,4,"10/4/1987","89.2"
1987,10,5,"10/5/1987","90.1"
1987,10,6,"10/6/1987","89.5"
1987,10,7,"10/7/1987","90.9"
1987,10,8,"10/8/1987","95"
1987,10,9,"10/9/1987","92.7"
1987,10,10,"10/10/1987","101.1"
1987,10,11,"10/11/1987","100.8"
1987,10,12,"10/12/1987","102.2"
1987,10,13,"10/13/1987","105.5"
1987,10,14,"10/14/1987","113.3"
1987,10,15,"10/15/1987","117.8"
1987,10,16,"10/16/1987","111.1"
1987,10,17,"10/17/1987","106"
1987,10,18,"10/18/1987","106.5"
1987,10,19,"10/19/1987","100.4"
1987,10,20,"10/20/1987","95.6"
1987,10,21,"10/21/1987","89.3"
1987,10,22,"10/22/1987","88.2"
1987,10,23,"10/23/1987","87"
1987,10,24,"10/24/1987","87.1"
1987,10,25,"10/25/1987","92.3"
1987,10,26,"10/26/1987","96.9"
1987,10,27,"10/27/1987","105.9"
1987,10,28,"10/28/1987","106.2"
1987,10,29,"10/29/1987","102.7"
1987,10,30,"10/30/1987","104.2"
1987,10,31,"10/31/1987","97.8"
1987,11,1,"11/1/1987","99.1"
1987,11,2,"11/2/1987","105"
1987,11,3,"11/3/1987","98"
1987,11,4,"11/4/1987","101.1"
1987,11,5,"11/5/1987","99.2"
1987,11,6,"11/6/1987","94.9"
1987,11,7,"11/7/1987","94.4"
1987,11,8,"11/8/1987","92.7"
1987,11,9,"11/9/1987","90.3"
1987,11,10,"11/10/1987","89.2"
1987,11,11,"11/11/1987","92.6"
1987,11,12,"11/12/1987","92.6"
1987,11,13,"11/13/1987","92.9"
1987,11,14,"11/14/1987","92.3"
1987,11,15,"11/15/1987","93.7"
1987,11,16,"11/16/1987","95"
1987,11,17,"11/17/1987","96.8"
1987,11,18,"11/18/1987","100"
1987,11,19,"11/19/1987","106.6"
1987,11,20,"11/20/1987","112.2"
1987,11,21,"11/21/1987","115.3"
1987,11,22,"11/22/1987","117.8"
1987,11,23,"11/23/1987","115.1"
1987,11,24,"11/24/1987","109.4"
1987,11,25,"11/25/1987","104.9"
1987,11,26,"11/26/1987","101.3"
1987,11,27,"11/27/1987","94.9"
1987,11,28,"11/28/1987","92.3"
1987,11,29,"11/29/1987","90.7"
1987,11,30,"11/30/1987","89.1"
1987,12,1,"12/1/1987","87.6"
1987,12,2,"12/2/1987","86.5"
1987,12,3,"12/3/1987","85.8"
1987,12,4,"12/4/1987","85.1"
1987,12,5,"12/5/1987","86.8"
1987,12,6,"12/6/1987","85.7"
1987,12,7,"12/7/1987","85.3"
1987,12,8,"12/8/1987","88.7"
1987,12,9,"12/9/1987","91.2"
1987,12,10,"12/10/1987","90.1"
1987,12,11,"12/11/1987","91.1"
1987,12,12,"12/12/1987","91.5"
1987,12,13,"12/13/1987","91.1"
1987,12,14,"12/14/1987","91.5"
1987,12,15,"12/15/1987","92"
1987,12,16,"12/16/1987","93.4"
1987,12,17,"12/17/1987","92.2"
1987,12,18,"12/18/1987","90.2"
1987,12,19,"12/19/1987","88.4"
1987,12,20,"12/20/1987","86.9"
1987,12,21,"12/21/1987","90.7"
1987,12,22,"12/22/1987","88.1"
1987,12,23,"12/23/1987","88.2"
1987,12,24,"12/24/1987","89.9"
1987,12,25,"12/25/1987","96.2"
1987,12,26,"12/26/1987","96.8"
1987,12,27,"12/27/1987","101.4"
1987,12,28,"12/28/1987","102.5"
1987,12,29,"12/29/1987","101.4"
1987,12,30,"12/30/1987","99.2"
1987,12,31,"12/31/1987","99.7"
1988,1,1,"1/1/1988","100.1"
1988,1,2,"1/2/1988","93.7"
1988,1,3,"1/3/1988","101.2"
1988,1,4,"1/4/1988","98.2"
1988,1,5,"1/5/1988","99.5"
1988,1,6,"1/6/1988","101.7"
1988,1,7,"1/7/1988","102.1"
1988,1,8,"1/8/1988","105.6"
1988,1,9,"1/9/1988","100.6"
1988,1,10,"1/10/1988","100.9"
1988,1,11,"1/11/1988","101.7"
1988,1,12,"1/12/1988","107.5"
1988,1,13,"1/13/1988","108.1"
1988,1,14,"1/14/1988","113.7"
1988,1,15,"1/15/1988","112.4"
1988,1,16,"1/16/1988","121.8"
1988,1,17,"1/17/1988","116.4"
1988,1,18,"1/18/1988","110.9"
1988,1,19,"1/19/1988","114.2"
1988,1,20,"1/20/1988","112.7"
1988,1,21,"1/21/1988","111.6"
1988,1,22,"1/22/1988","104.5"
1988,1,23,"1/23/1988","104.7"
1988,1,24,"1/24/1988","102.2"
1988,1,25,"1/25/1988","94.9"
1988,1,26,"1/26/1988","93.5"
1988,1,27,"1/27/1988","101.6"
1988,1,28,"1/28/1988","103"
1988,1,29,"1/29/1988","99.1"
1988,1,30,"1/30/1988","100.1"
1988,1,31,"1/31/1988","103.1"
1988,2,1,"2/1/1988","105.5"
1988,2,2,"2/2/1988","104.3"
1988,2,3,"2/3/1988","103.6"
1988,2,4,"2/4/1988","103.1"
1988,2,5,"2/5/1988","102.6"
1988,2,6,"2/6/1988","103.6"
1988,2,7,"2/7/1988","105.3"
1988,2,8,"2/8/1988","102.5"
1988,2,9,"2/9/1988","101"
1988,2,10,"2/10/1988","100.2"
1988,2,11,"2/11/1988","99.6"
1988,2,12,"2/12/1988","101.3"
1988,2,13,"2/13/1988","102.9"
1988,2,14,"2/14/1988","102.6"
1988,2,15,"2/15/1988","100.4"
1988,2,16,"2/16/1988","101"
1988,2,17,"2/17/1988","106.2"
1988,2,18,"2/18/1988","112.5"
1988,2,19,"2/19/1988","109"
1988,2,20,"2/20/1988","106.5"
1988,2,21,"2/21/1988","104.7"
1988,2,22,"2/22/1988","102.5"
1988,2,23,"2/23/1988","100.2"
1988,2,24,"2/24/1988","99.6"
1988,2,25,"2/25/1988","96.4"
1988,2,26,"2/26/1988","96.7"
1988,2,27,"2/27/1988","96.3"
1988,2,28,"2/28/1988","97.1"
1988,2,29,"2/29/1988","103.3"
1988,3,1,"3/1/1988","99.8"
1988,3,2,"3/2/1988","99.1"
1988,3,3,"3/3/1988","101.9"
1988,3,4,"3/4/1988","102.6"
1988,3,5,"3/5/1988","106.7"
1988,3,6,"3/6/1988","107.6"
1988,3,7,"3/7/1988","107.3"
1988,3,8,"3/8/1988","104.1"
1988,3,9,"3/9/1988","101.5"
1988,3,10,"3/10/1988","99.2"
1988,3,11,"3/11/1988","102.9"
1988,3,12,"3/12/1988","103.5"
1988,3,13,"3/13/1988","107.8"
1988,3,14,"3/14/1988","108.9"
1988,3,15,"3/15/1988","112.6"
1988,3,16,"3/16/1988","114.1"
1988,3,17,"3/17/1988","117.4"
1988,3,18,"3/18/1988","116.1"
1988,3,19,"3/19/1988","116.1"
1988,3,20,"3/20/1988","116.3"
1988,3,21,"3/21/1988","117.5"
1988,3,22,"3/22/1988","117.6"
1988,3,23,"3/23/1988","120.9"
1988,3,24,"3/24/1988","123"
1988,3,25,"3/25/1988","128.5"
1988,3,26,"3/26/1988","127.5"
1988,3,27,"3/27/1988","128"
1988,3,28,"3/28/1988","129.8"
1988,3,29,"3/29/1988","131.7"
1988,3,30,"3/30/1988","128.3"
1988,3,31,"3/31/1988","130.6"
1988,4,1,"4/1/1988","127.2"
1988,4,2,"4/2/1988","126.5"
1988,4,3,"4/3/1988","127.6"
1988,4,4,"4/4/1988","122.6"
1988,4,5,"4/5/1988","114.6"
1988,4,6,"4/6/1988","116.8"
1988,4,7,"4/7/1988","120"
1988,4,8,"4/8/1988","121.8"
1988,4,9,"4/9/1988","121.8"
1988,4,10,"4/10/1988","127.2"
1988,4,11,"4/11/1988","128"
1988,4,12,"4/12/1988","130.6"
1988,4,13,"4/13/1988","134.6"
1988,4,14,"4/14/1988","146.3"
1988,4,15,"4/15/1988","143.5"
1988,4,16,"4/16/1988","147.6"
1988,4,17,"4/17/1988","145.5"
1988,4,18,"4/18/1988","145.3"
1988,4,19,"4/19/1988","138.5"
1988,4,20,"4/20/1988","134.9"
1988,4,21,"4/21/1988","127.6"
1988,4,22,"4/22/1988","120.1"
1988,4,23,"4/23/1988","111.5"
1988,4,24,"4/24/1988","105.6"
1988,4,25,"4/25/1988","106.7"
1988,4,26,"4/26/1988","103.8"
1988,4,27,"4/27/1988","101.9"
1988,4,28,"4/28/1988","101.6"
1988,4,29,"4/29/1988","102.1"
1988,4,30,"4/30/1988","104.8"
1988,5,1,"5/1/1988","108.8"
1988,5,2,"5/2/1988","113.1"
1988,5,3,"5/3/1988","116.4"
1988,5,4,"5/4/1988","127.4"
1988,5,5,"5/5/1988","121.1"
1988,5,6,"5/6/1988","116.5"
1988,5,7,"5/7/1988","112.9"
1988,5,8,"5/8/1988","116.7"
1988,5,9,"5/9/1988","121.9"
1988,5,10,"5/10/1988","116.4"
1988,5,11,"5/11/1988","114.6"
1988,5,12,"5/12/1988","111.6"
1988,5,13,"5/13/1988","105.9"
1988,5,14,"5/14/1988","105.2"
1988,5,15,"5/15/1988","103.4"
1988,5,16,"5/16/1988","103.3"
1988,5,17,"5/17/1988","103.7"
1988,5,18,"5/18/1988","106.7"
1988,5,19,"5/19/1988","104.8"
1988,5,20,"5/20/1988","106.1"
1988,5,21,"5/21/1988","112.6"
1988,5,22,"5/22/1988","114"
1988,5,23,"5/23/1988","122.2"
1988,5,24,"5/24/1988","119.8"
1988,5,25,"5/25/1988","123.8"
1988,5,26,"5/26/1988","127.8"
1988,5,27,"5/27/1988","130"
1988,5,28,"5/28/1988","130.1"
1988,5,29,"5/29/1988","140.2"
1988,5,30,"5/30/1988","142.8"
1988,5,31,"5/31/1988","153.6"
1988,6,1,"6/1/1988","149.3"
1988,6,2,"6/2/1988","147.6"
1988,6,3,"6/3/1988","149.5"
1988,6,4,"6/4/1988","150.9"
1988,6,5,"6/5/1988","151.2"
1988,6,6,"6/6/1988","159"
1988,6,7,"6/7/1988","164.6"
1988,6,8,"6/8/1988","168.3"
1988,6,9,"6/9/1988","165.9"
1988,6,10,"6/10/1988","149.8"
1988,6,11,"6/11/1988","137.8"
1988,6,12,"6/12/1988","125.9"
1988,6,13,"6/13/1988","115"
1988,6,14,"6/14/1988","111.7"
1988,6,15,"6/15/1988","113.5"
1988,6,16,"6/16/1988","121.7"
1988,6,17,"6/17/1988","124.8"
1988,6,18,"6/18/1988","125.7"
1988,6,19,"6/19/1988","119.4"
1988,6,20,"6/20/1988","118.5"
1988,6,21,"6/21/1988","122.8"
1988,6,22,"6/22/1988","124.4"
1988,6,23,"6/23/1988","129.3"
1988,6,24,"6/24/1988","135.7"
1988,6,25,"6/25/1988","153.7"
1988,6,26,"6/26/1988","157.6"
1988,6,27,"6/27/1988","160.5"
1988,6,28,"6/28/1988","183.2"
1988,6,29,"6/29/1988","189.5"
1988,6,30,"6/30/1988","187.4"
1988,7,1,"7/1/1988","194.4"
1988,7,2,"7/2/1988","198.9"
1988,7,3,"7/3/1988","190.2"
1988,7,4,"7/4/1988","181"
1988,7,5,"7/5/1988","171.2"
1988,7,6,"7/6/1988","156.7"
1988,7,7,"7/7/1988","152.4"
1988,7,8,"7/8/1988","142.4"
1988,7,9,"7/9/1988","137.7"
1988,7,10,"7/10/1988","138.3"
1988,7,11,"7/11/1988","137.7"
1988,7,12,"7/12/1988","137.9"
1988,7,13,"7/13/1988","141.3"
1988,7,14,"7/14/1988","150.1"
1988,7,15,"7/15/1988","150.7"
1988,7,16,"7/16/1988","153.3"
1988,7,17,"7/17/1988","152.8"
1988,7,18,"7/18/1988","152.3"
1988,7,19,"7/19/1988","142.1"
1988,7,20,"7/20/1988","141.3"
1988,7,21,"7/21/1988","145.8"
1988,7,22,"7/22/1988","141.2"
1988,7,23,"7/23/1988","144.6"
1988,7,24,"7/24/1988","138.6"
1988,7,25,"7/25/1988","140.9"
1988,7,26,"7/26/1988","149.7"
1988,7,27,"7/27/1988","161.5"
1988,7,28,"7/28/1988","175.4"
1988,7,29,"7/29/1988","185.9"
1988,7,30,"7/30/1988","188.3"
1988,7,31,"7/31/1988","192.5"
1988,8,1,"8/1/1988","180.9"
1988,8,2,"8/2/1988","187.6"
1988,8,3,"8/3/1988","172.2"
1988,8,4,"8/4/1988","163.6"
1988,8,5,"8/5/1988","159.2"
1988,8,6,"8/6/1988","163.4"
1988,8,7,"8/7/1988","170.4"
1988,8,8,"8/8/1988","186.9"
1988,8,9,"8/9/1988","182.4"
1988,8,10,"8/10/1988","181.8"
1988,8,11,"8/11/1988","178.2"
1988,8,12,"8/12/1988","161.2"
1988,8,13,"8/13/1988","159.7"
1988,8,14,"8/14/1988","151.6"
1988,8,15,"8/15/1988","144"
1988,8,16,"8/16/1988","137.8"
1988,8,17,"8/17/1988","145.6"
1988,8,18,"8/18/1988","128.5"
1988,8,19,"8/19/1988","123.9"
1988,8,20,"8/20/1988","118.1"
1988,8,21,"8/21/1988","116.1"
1988,8,22,"8/22/1988","114.9"
1988,8,23,"8/23/1988","121.7"
1988,8,24,"8/24/1988","133.7"
1988,8,25,"8/25/1988","144.3"
1988,8,26,"8/26/1988","157.1"
1988,8,27,"8/27/1988","166.8"
1988,8,28,"8/28/1988","174"
1988,8,29,"8/29/1988","189"
1988,8,30,"8/30/1988","190"
1988,8,31,"8/31/1988","194.5"
1988,9,1,"9/1/1988","191.3"
1988,9,2,"9/2/1988","178.9"
1988,9,3,"9/3/1988","177.3"
1988,9,4,"9/4/1988","165.9"
1988,9,5,"9/5/1988","166.3"
1988,9,6,"9/6/1988","152.4"
1988,9,7,"9/7/1988","145.4"
1988,9,8,"9/8/1988","138.9"
1988,9,9,"9/9/1988","128"
1988,9,10,"9/10/1988","117.6"
1988,9,11,"9/11/1988","121.9"
1988,9,12,"9/12/1988","127"
1988,9,13,"9/13/1988","124.8"
1988,9,14,"9/14/1988","130.2"
1988,9,15,"9/15/1988","126.1"
1988,9,16,"9/16/1988","128.5"
1988,9,17,"9/17/1988","135.3"
1988,9,18,"9/18/1988","139.5"
1988,9,19,"9/19/1988","138.6"
1988,9,20,"9/20/1988","151.4"
1988,9,21,"9/21/1988","157.8"
1988,9,22,"9/22/1988","178.6"
1988,9,23,"9/23/1988","177.8"
1988,9,24,"9/24/1988","178.6"
1988,9,25,"9/25/1988","177.4"
1988,9,26,"9/26/1988","172"
1988,9,27,"9/27/1988","179.6"
1988,9,28,"9/28/1988","171"
1988,9,29,"9/29/1988","172"
1988,9,30,"9/30/1988","173.1"
1988,10,1,"10/1/1988","179.4"
1988,10,2,"10/2/1988","197"
1988,10,3,"10/3/1988","200.4"
1988,10,4,"10/4/1988","189.2"
1988,10,5,"10/5/1988","191"
1988,10,6,"10/6/1988","193.4"
1988,10,7,"10/7/1988","182.4"
1988,10,8,"10/8/1988","172.6"
1988,10,9,"10/9/1988","176.5"
1988,10,10,"10/10/1988","177.8"
1988,10,11,"10/11/1988","168.2"
1988,10,12,"10/12/1988","148.4"
1988,10,13,"10/13/1988","157.5"
1988,10,14,"10/14/1988","150.4"
1988,10,15,"10/15/1988","149.1"
1988,10,16,"10/16/1988","152.3"
1988,10,17,"10/17/1988","175"
1988,10,18,"10/18/1988","162.3"
1988,10,19,"10/19/1988","164"
1988,10,20,"10/20/1988","166"
1988,10,21,"10/21/1988","165.9"
1988,10,22,"10/22/1988","166.2"
1988,10,23,"10/23/1988","171.1"
1988,10,24,"10/24/1988","168.4"
1988,10,25,"10/25/1988","162.1"
1988,10,26,"10/26/1988","155.4"
1988,10,27,"10/27/1988","161.8"
1988,10,28,"10/28/1988","156"
1988,10,29,"10/29/1988","155.9"
1988,10,30,"10/30/1988","154.2"
1988,10,31,"10/31/1988","160.4"
1988,11,1,"11/1/1988","157.2"
1988,11,2,"11/2/1988","156.5"
1988,11,3,"11/3/1988","164"
1988,11,4,"11/4/1988","159.7"
1988,11,5,"11/5/1988","163.8"
1988,11,6,"11/6/1988","161.2"
1988,11,7,"11/7/1988","151.6"
1988,11,8,"11/8/1988","143.5"
1988,11,9,"11/9/1988","152.4"
